#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
       11006      -0.816   0.0299611  0.00841251
       11007     -0.8932   0.0298772  0.00841216
       11008     -0.9996   0.0297837  0.00841192
       11009          -1   0.0296902  0.00841167
       11010     -0.9988   0.0295968  0.00841143
       11011     -0.9768   0.0295054  0.00841116
       11012          -1   0.0294119  0.00841092
       11013     -0.9752   0.0293207  0.00841065
       11014     -0.9956   0.0292276   0.0084104
       11015     -0.9996   0.0291342  0.00841015
       11016          -1   0.0290408  0.00840991
       11017     -0.8232   0.0289634   0.0084095
       11018       -0.83   0.0288855   0.0084091
       11019      -0.626    0.028826  0.00840855
       11020      0.1988   0.0288415   0.0084078
       11021      -0.352   0.0288069  0.00840711
       11022     -0.3608   0.0287715  0.00840642
       11023      0.0296   0.0287716  0.00840566
       11024     -0.1788   0.0287528  0.00840491
       11025      -0.642    0.028692  0.00840437
       11026     -0.5356   0.0286408  0.00840377
       11027     -0.0892   0.0286301  0.00840301
       11028      -0.536   0.0285789   0.0084024
       11029      -0.728   0.0285103  0.00840192
       11030     -0.9552   0.0284211  0.00840163
       11031      -0.994   0.0283284  0.00840138
       11032          -1   0.0282352  0.00840114
       11033          -1    0.028142  0.00840089
       11034     -0.9992   0.0280489  0.00840065
       11035     -0.9492   0.0279603  0.00840035
       11036     -0.8632   0.0278796  0.00839998
       11037     -0.9992   0.0277865  0.00839974
       11038     -0.9888   0.0276944  0.00839948
       11039       -0.43    0.027653  0.00839882
       11040     -0.4004   0.0276142  0.00839815
       11041       -0.19   0.0275945  0.00839741
       11042     -0.1968   0.0275742  0.00839668
       11043       0.034   0.0275748  0.00839592
       11044     -0.0108   0.0275713  0.00839516
       11045     -0.6368   0.0275111  0.00839461
       11046     -0.9984   0.0274183  0.00839437
       11047          -1   0.0273252  0.00839412
       11048     -0.6752   0.0272617   0.0083936
       11049     -0.1244   0.0272479  0.00839285
       11050       0.486   0.0272894   0.0083922
       11051      0.8448   0.0273634  0.00839176
       11052       0.998   0.0274512  0.00839146
       11053           1   0.0275392  0.00839117
       11054      0.8612   0.0276147  0.00839075
       11055      0.0792   0.0276193  0.00838999
       11056     -0.2084    0.027598  0.00838926
       11057     -0.0108   0.0275945   0.0083885
       11058     -0.2436     0.02757  0.00838778
       11059     -0.6012   0.0275131  0.00838721
       11060      -0.992   0.0274209  0.00838696
       11061     -0.9992   0.0273281  0.00838671
       11062      -0.986   0.0272365  0.00838646
       11063     -0.5116   0.0271878  0.00838584
       11064     -0.7624   0.0271164  0.00838538
       11065     -0.9244   0.0270305  0.00838507
       11066     -0.3596   0.0269955  0.00838438
       11067      -0.816   0.0269193  0.00838397
       11068     -0.9548   0.0268306  0.00838368
       11069     -0.9884   0.0267389  0.00838343
       11070     -0.1408   0.0267238  0.00838268
       11071     -0.2544   0.0266984  0.00838196
       11072     -0.8456   0.0266196  0.00838158
       11073     -0.9996   0.0265269  0.00838133
       11074          -1   0.0264342  0.00838109
       11075          -1   0.0263416  0.00838084
       11076     -0.7248   0.0262737  0.00838036
       11077     -0.9908   0.0261819  0.00838011
       11078     -0.9992   0.0260894  0.00837986
       11079     -0.9952   0.0259972  0.00837961
       11080     -0.9936   0.0259052  0.00837936
       11081          -1   0.0258126  0.00837912
       11082     -0.9896    0.025721  0.00837886
       11083     -0.9896   0.0256293  0.00837861
       11084     -0.5588   0.0255766  0.00837802
       11085      0.1076    0.025584  0.00837727
       11086     -0.4284   0.0255431  0.00837661
       11087      0.5588   0.0255912  0.00837599
       11088      0.9936   0.0256785  0.00837569
       11089           1   0.0257663   0.0083754
       11090      0.9724   0.0258517  0.00837508
       11091      0.9992   0.0259394  0.00837478
       11092      0.9992   0.0260272  0.00837449
       11093      0.9996    0.026115  0.00837419
       11094           1   0.0262027   0.0083739
       11095      0.9992   0.0262904   0.0083736
       11096           1   0.0263782  0.00837331
       11097           1   0.0264659  0.00837301
       11098      0.9992   0.0265536  0.00837272
       11099           1   0.0266413  0.00837242
       11100      0.9996   0.0267289  0.00837213
       11101      0.9596    0.026813  0.00837179
       11102      0.9992   0.0269006   0.0083715
       11103      0.7604   0.0269666    0.008371
       11104      0.8252   0.0270385  0.00837056
       11105      0.9996   0.0271261  0.00837026
       11106      0.9996   0.0272137  0.00836997
       11107           1   0.0273012  0.00836967
       11108      0.9284   0.0273824  0.00836931
       11109      0.8832   0.0274594  0.00836891
       11110           1   0.0275469  0.00836862
       11111      0.9468   0.0276297  0.00836827
       11112      0.6872    0.027689  0.00836773
       11113      0.3368   0.0277168  0.00836702
       11114      0.8872   0.0277942  0.00836663
       11115      0.9996   0.0278816  0.00836633
       11116           1   0.0279691  0.00836604
       11117      0.5676   0.0280176  0.00836543
       11118      0.0776   0.0280221  0.00836467
       11119      0.1372   0.0280319  0.00836393
       11120      0.5004   0.0280744  0.00836328
       11121      0.9004   0.0281528   0.0083629
       11122     -0.0184   0.0281486  0.00836215
       11123      -0.632   0.0280893  0.00836161
       11124     -0.5156   0.0280404    0.008361
       11125     -0.9848   0.0279493  0.00836074
       11126          -1   0.0278569   0.0083605
       11127     -0.9992   0.0277646  0.00836026
       11128     -0.9824   0.0276739     0.00836
       11129     -0.9984   0.0275817  0.00835976
       11130     -0.9988   0.0274895  0.00835952
       11131     -0.9988   0.0273973  0.00835927
       11132          -1    0.027305  0.00835903
       11133          -1   0.0272127  0.00835879
       11134     -0.9996   0.0271205  0.00835855
       11135          -1   0.0270282  0.00835831
       11136     -0.9964   0.0269363  0.00835806
       11137     -0.8364   0.0268588  0.00835767
       11138          -1   0.0267666  0.00835743
       11139     -0.9976   0.0266746  0.00835718
       11140      -0.836   0.0265972  0.00835679
       11141      0.0008   0.0265949  0.00835604
       11142      0.4416   0.0266321  0.00835538
       11143      0.7012   0.0266927  0.00835485
       11144      0.4528   0.0267309  0.00835418
       11145      0.8448   0.0268043  0.00835376
       11146           1   0.0268916  0.00835346
       11147      0.8988   0.0269698  0.00835308
       11148      0.8344   0.0270423  0.00835264
       11149      0.9972   0.0271293  0.00835235
       11150           1   0.0272165  0.00835205
       11151      0.8044   0.0272862   0.0083516
       11152      0.9588   0.0273698  0.00835127
       11153           1    0.027457  0.00835097
       11154           1   0.0275442  0.00835068
       11155      0.9988   0.0276312  0.00835038
       11156      0.9804   0.0277166  0.00835007
       11157      0.9004   0.0277949  0.00834969
       11158      0.9996    0.027882   0.0083494
       11159           1   0.0279691   0.0083491
       11160           1   0.0280562  0.00834881
       11161      0.9992   0.0281432  0.00834851
       11162      0.9996   0.0282302  0.00834822
       11163       0.998   0.0283171  0.00834792
       11164      0.9456   0.0283992  0.00834758
       11165           1   0.0284863  0.00834729
       11166           1   0.0285733  0.00834699
       11167      0.7116   0.0286344  0.00834647
       11168      0.6412   0.0286893   0.0083459
       11169      0.4908   0.0287307  0.00834526
       11170     -0.1008   0.0287191  0.00834452
       11171      -0.828   0.0286424  0.00834412
       11172          -1   0.0285503  0.00834388
       11173      -0.998   0.0284584  0.00834364
       11174     -0.9976   0.0283666   0.0083434
       11175          -1   0.0282746  0.00834316
       11176     -0.9976   0.0281828  0.00834292
       11177     -0.9996   0.0280908  0.00834268
       11178          -1   0.0279989  0.00834244
       11179     -0.9564   0.0279108  0.00834216
       11180     -0.9844   0.0278203  0.00834191
       11181     -0.9896   0.0277293  0.00834166
       11182     -0.9992   0.0276374  0.00834142
       11183     -0.9944    0.027546  0.00834117
       11184          -1   0.0274541  0.00834093
       11185          -1   0.0273623  0.00834069
       11186          -1   0.0272704  0.00834045
       11187          -1   0.0271786  0.00834021
       11188     -0.8652   0.0270989  0.00833985
       11189     -0.9884   0.0270081  0.00833959
       11190          -1   0.0269163  0.00833935
       11191          -1   0.0268246  0.00833911
       11192     -0.9944   0.0267333  0.00833887
       11193     -0.9996   0.0266416  0.00833863
       11194     -0.9988     0.02655  0.00833839
       11195     -0.5008   0.0265029  0.00833777
       11196     -0.1292    0.026489  0.00833704
       11197      0.1472   0.0264998   0.0083363
       11198      0.3076   0.0265249   0.0083356
       11199       0.578   0.0265741    0.008335
       11200      0.4036   0.0266078  0.00833432
       11201      0.6424   0.0266628  0.00833376
       11202           1   0.0267497  0.00833347
       11203      0.2932   0.0267734  0.00833276
       11204     -0.1904   0.0267541  0.00833204
       11205     -0.0616   0.0267462   0.0083313
       11206      -0.964   0.0266578  0.00833102
       11207     -0.9696   0.0265689  0.00833075
       11208      -0.998   0.0264774  0.00833051
       11209     -0.4656   0.0264335  0.00832988
       11210     -0.0156   0.0264298  0.00832914
       11211      -0.082   0.0264201   0.0083284
       11212      0.1852   0.0264343  0.00832767
       11213      0.7676   0.0265004  0.00832719
       11214      0.9856   0.0265859  0.00832689
       11215      0.9996   0.0266727   0.0083266
       11216           1   0.0267595  0.00832631
       11217      0.9964   0.0268459  0.00832602
       11218      0.9984   0.0269325  0.00832572
       11219      0.9572   0.0270154  0.00832539
       11220           1   0.0271021   0.0083251
       11221      0.4968    0.027144  0.00832447
       11222      0.5088   0.0271869  0.00832384
       11223           1   0.0272736  0.00832355
       11224      0.9952   0.0273598  0.00832325
       11225       0.998   0.0274463  0.00832296
       11226      0.9908   0.0275321  0.00832266
       11227        0.87   0.0276072  0.00832226
       11228      0.9992   0.0276937  0.00832197
       11229      0.9988   0.0277802  0.00832167
       11230      0.9812   0.0278651  0.00832137
       11231     -0.2584   0.0278396  0.00832066
       11232          -1   0.0277481  0.00832043
       11233     -0.9976   0.0276568  0.00832019
       11234     -0.8968   0.0275745  0.00831985
       11235          -1    0.027483  0.00831961
       11236          -1   0.0273916  0.00831938
       11237          -1   0.0273002  0.00831914
       11238     -0.9996   0.0272088   0.0083189
       11239     -0.9992   0.0271175  0.00831866
       11240     -0.9988   0.0270262  0.00831842
       11241     -0.9952   0.0269353  0.00831818
       11242     -0.9996   0.0268439  0.00831794
       11243          -1   0.0267526   0.0083177
       11244     -0.9804    0.026663  0.00831744
       11245      -0.974   0.0265741  0.00831718
       11246          -1   0.0264828  0.00831694
       11247          -1   0.0263915   0.0083167
       11248     -0.9788   0.0263021  0.00831644
       11249     -0.9988    0.026211   0.0083162
       11250     -0.9724   0.0261222  0.00831594
       11251     -0.9988   0.0260311   0.0083157
